"No","Latitude","Longitude","Name","Description","Notes","Symbol","Date","Time"
4109,10.86667,119.21667,"Alligator Rock","osm-id 302227279",,"place:island",10/05/08,04:44:26 PM
6175,5.10000,119.81667,"Batobato Island","osm-id 302030314",,"place:island",10/04/08,11:12:12 PM
5753,8.55000,126.18333,"Sua Islets","osm-id 302026334",,"place:island",10/04/08,10:50:50 PM
4897,7.45861,122.96583,"Letayen Island","osm-id 302029850",,"place:island",10/04/08,11:08:53 PM
5453,10.10000,125.48333,"Kasundalo Islet","osm-id 302029834",,"place:island",10/04/08,11:08:52 PM
2753,13.91667,123.56667,"Mahadi Island","osm-id 302026866",,"place:island",10/04/08,10:54:02 PM
4204,10.99028,119.59194,"Silanga Islands","osm-id 302032887",,"place:island",10/04/08,11:22:22 PM
5677,9.42222,126.01028,"General Island","osm-id 302028807",,"place:island",10/04/08,11:02:04 PM
3246,12.56667,123.73333,"Solitaria Rock","osm-id 302227219",,"place:island",10/05/08,04:44:19 PM
2761,13.90000,123.63333,"Capugdan Island","osm-id 302032540",,"place:island",10/04/08,11:19:47 PM
4425,11.24194,123.13417,"Tago Island","osm-id 302026499",,"place:island",10/04/08,10:51:41 PM
4016,9.26667,117.93333,"Mangle Butuan Island","osm-id 302031356",,"place:island",10/04/08,11:15:56 PM
4441,11.13306,123.12722,"Tagubanhan Island","osm-id 302032828",,"place:island",10/04/08,11:21:38 PM
3,20.93182,121.91822,"Mabudis Island","osm-id 302028916",,"place:island",12/18/08,02:38:04 AM
6294,5.21300,120.57040,"Bon-Bon Island","osm-id 302027041",,"place:island",10/04/08,10:54:56 PM
2849,13.15172,122.80077,"Arena Island","osm-id 302030243",,"place:island",12/05/08,04:54:23 PM
4437,11.14583,123.04972,"Salog Island","osm-id 302028667",,"place:island",10/04/08,11:01:28 PM
4348,9.93222,118.92444,"Fondeado Island","osm-id 302030005",,"place:island",10/04/08,11:10:12 PM
6310,5.15280,120.44770,"Tabuan Island","osm-id 302029710",,"place:island",10/04/08,11:07:52 PM
2633,13.92139,121.80278,"Talaban Island","osm-id 302033739",,"place:island",10/04/08,11:26:46 PM
2928,12.63333,120.90389,"Iriron Rock","osm-id 302226613",,"place:island",10/05/08,04:42:47 PM
4741,8.17194,117.24639,"Gabung Island","osm-id 302033153",,"place:island",10/04/08,11:23:46 PM
2973,12.00000,119.91667,"Pass Island","osm-id 302029259",,"place:island",10/04/08,11:05:10 PM
4217,10.95111,119.71306,"Binatican Island","osm-id 302027675",,"place:island",10/04/08,10:57:42 PM
5451,10.05111,125.21250,"Panaon Island","osm-id 302032612",,"place:island",10/04/08,11:20:22 PM
4919,7.60972,123.46028,"Sagayaran Island","osm-id 302029316",,"place:island",10/04/08,11:05:24 PM
5597,9.73056,125.59417,"Cepaya Island","osm-id 302029789",,"place:island",10/04/08,11:08:29 PM
4101,10.91667,119.30000,"Double Rock","osm-id 302227272",,"place:island",10/05/08,04:44:25 PM
4505,10.87500,123.56361,"Bagunbanua Island","osm-id 302035849",,"place:island",10/04/08,11:37:35 PM
5511,9.92167,125.93500,"Megancub Island","osm-id 302034746",,"place:island",10/04/08,11:31:49 PM
245,17.36028,122.36667,"Dipodo Island","osm-id 302030000",,"place:island",10/04/08,11:10:11 PM
5121,6.06556,121.45056,"Bitinan Island","osm-id 302027352",,"place:island",10/04/08,10:56:18 PM
2725,14.05639,123.09056,"Malasugue Island","osm-id 302026791",,"place:island",10/04/08,10:53:28 PM
530,14.76667,120.22639,"Chiquita Island","osm-id 302029447",,"place:island",10/04/08,11:06:39 PM
5029,6.91528,122.18194,"Pangapuyan Island","osm-id 302026407",,"place:island",10/04/08,10:51:14 PM
3517,13.88333,124.40000,"Linampanan Island","osm-id 302034984",,"place:island",10/04/08,11:33:15 PM
2730,13.96639,123.22944,"San Miguel Island","osm-id 302032986",,"place:island",10/04/08,11:22:44 PM
2728,14.02833,123.21611,"Siruma Island","osm-id 302031529",,"place:island",10/04/08,11:16:55 PM
2727,14.03333,123.20000,"Bicol Rock","osm-id 302226441",,"place:island",10/05/08,04:42:21 PM
2744,13.98333,123.63333,"Bagacay Island","osm-id 302029135",,"place:island",10/04/08,11:04:17 PM
2732,14.04917,123.49417,"Cimarron Islets","osm-id 302028472",,"place:island",10/04/08,11:00:54 PM
2731,13.95333,123.33083,"Doring Island","osm-id 302035093",,"place:island",10/04/08,11:34:00 PM
183,18.23361,122.30583,"Toclang Island","osm-id 302028605",,"place:island",10/04/08,11:01:18 PM
2712,13.96667,122.41667,"Len Island","osm-id 302029925",,"place:island",10/04/08,11:09:46 PM
2711,13.96667,122.38333,"Balagbag Island","osm-id 302028949",,"place:island",10/04/08,11:02:56 PM
2723,13.77972,122.73389,"Saboon Island","osm-id 302030086",,"place:island",10/04/08,11:11:00 PM
3931,11.43639,124.85472,"Canauay Island","osm-id 302028978",,"place:island",10/04/08,11:03:08 PM
2715,13.91667,122.50000,"Sibalun Island","osm-id 302027685",,"place:island",10/04/08,10:57:44 PM
2743,14.00000,123.61667,"Hervor Rock","osm-id 302227734",,"place:island",10/05/08,04:45:51 PM
2742,13.98333,123.56667,"Tagita Island","osm-id 302032911",,"place:island",10/04/08,11:22:34 PM
2822,13.19167,121.99639,"Elefante Island","osm-id 302034522",,"place:island",10/04/08,11:30:49 PM
2746,13.95611,123.51361,"Pagbocavan Island","osm-id 302028674",,"place:island",10/04/08,11:01:29 PM
2648,13.93333,122.25000,"Mangrove Island","osm-id 302032615",,"place:island",10/04/08,11:20:23 PM
2736,14.00000,123.53333,"Salobot Island","osm-id 302028573",,"place:island",10/04/08,11:01:13 PM
2735,14.00028,123.51500,"Paniqui Islands","osm-id 302030366",,"place:island",10/04/08,11:12:26 PM
2734,14.00000,123.51667,"Dinug Island","osm-id 302029804",,"place:island",10/04/08,11:08:40 PM
2740,13.98000,123.52028,"Sibauan Island","osm-id 302035610",,"place:island",10/04/08,11:36:48 PM
2739,13.98333,123.51667,"Sampotan Island","osm-id 302027600",,"place:island",10/04/08,10:57:19 PM
2738,14.00000,123.56667,"Puling Island","osm-id 302034715",,"place:island",10/04/08,11:31:36 PM
2526,13.65000,120.83333,"Macajuayan Island","osm-id 302027858",,"place:island",10/04/08,10:58:46 PM
2679,13.51694,120.94639,"Medio Island","osm-id 302028553",,"place:island",10/04/08,11:01:10 PM
6190,5.20000,120.13333,"Silingisaan Islands","osm-id 302028603",,"place:island",10/04/08,11:01:18 PM
6092,6.23278,124.70583,"Tabaw Island","osm-id 302032388",,"place:island",10/04/08,11:19:36 PM
2684,13.47472,121.16778,"Baco Medio Island","osm-id 302035452",,"place:island",10/04/08,11:36:09 PM
2683,13.48306,121.18278,"Baco Chico Island","osm-id 302030068",,"place:island",10/04/08,11:10:57 PM
5421,9.96139,124.57111,"Tintiman Island","osm-id 302032868",,"place:island",10/04/08,11:22:11 PM
2656,13.62722,120.95056,"Balahibongmanoc Island","osm-id 302035422",,"place:island",10/04/08,11:35:56 PM
2654,13.76667,122.10000,"Pagbabaugnan Island","osm-id 302029314",,"place:island",10/04/08,11:05:24 PM
4725,8.30667,117.18361,"Dalahican Island","osm-id 302034335",,"place:island",10/04/08,11:29:52 PM
2658,13.63333,121.03333,"Nagaliling Island","osm-id 302029317",,"place:island",10/04/08,11:05:24 PM
5408,10.14361,124.58056,"Pamasaon Islet","osm-id 302027286",,"place:island",10/04/08,10:56:04 PM
2700,13.53333,121.86667,"Salvaria Island","osm-id 302029528",,"place:island",10/04/08,11:07:13 PM
2699,13.53333,121.86667,"Pangapusan Island","osm-id 302029380",,"place:island",10/04/08,11:06:12 PM
4153,10.83333,119.45000,"Brothers Islands","osm-id 302028765",,"place:island",10/04/08,11:01:52 PM
2706,13.52889,122.12528,"Maniuayan Island","osm-id 302033880",,"place:island",10/04/08,11:27:35 PM
5944,7.27694,125.83028,"Kopia Island","osm-id 302027464",,"place:island",10/04/08,10:56:50 PM
2690,13.42806,121.21750,"Anaganahao Island","osm-id 302028423",,"place:island",10/04/08,11:00:44 PM
2687,13.41278,121.11472,"Malaylay Island","osm-id 302033554",,"place:island",10/04/08,11:25:58 PM
2836,12.88417,122.00861,"Bantoncillo Island","osm-id 302028518",,"place:island",10/04/08,11:01:02 PM
2698,13.53333,121.85000,"Ataa Island","osm-id 302033902",,"place:island",10/04/08,11:27:41 PM
2692,13.55389,121.94361,"Makupan Island","osm-id 302033890",,"place:island",10/04/08,11:27:40 PM
2691,13.56972,121.84361,"San Andres Islands","osm-id 302032834",,"place:island",10/04/08,11:21:49 PM
4163,10.74556,119.43500,"Bangiluan Island","osm-id 302033156",,"place:island",10/04/08,11:23:47 PM
2819,13.24861,121.86139,"Gaspar Island","osm-id 302027855",,"place:island",10/04/08,10:58:45 PM
5577,9.80000,125.65000,"Sugbu Islet","osm-id 302031372",,"place:island",10/04/08,11:15:58 PM
2824,13.02528,121.88639,"Carlota Island","osm-id 302033320",,"place:island",10/04/08,11:24:51 PM
2823,13.03333,121.90222,"Dos Hermanas Islands","osm-id 302027659",,"place:island",10/04/08,10:57:41 PM
5833,8.03777,124.86127,"Mindanao","osm-id 302030580",,"place:island",01/20/09,10:21:11 PM
2800,13.49278,123.05833,"Refugio Island","osm-id 302028580",,"place:island",10/04/08,11:01:14 PM
4108,10.86667,119.21667,"Thumb Rock","osm-id 302226957",,"place:island",10/05/08,04:43:31 PM
2818,13.23250,121.84917,"Tres Reyes Islands","osm-id 302031367",,"place:island",10/04/08,11:15:57 PM
2816,13.22389,121.81083,"Baltasar Island","osm-id 302030237",,"place:island",10/04/08,11:11:59 PM
2811,13.23833,121.42611,"Tujud Island","osm-id 302026492",,"place:island",10/04/08,10:51:40 PM
2840,12.68333,122.11667,"Origon Rock","osm-id 302227550",,"place:island",10/05/08,04:45:02 PM
2839,12.68132,122.11068,"Guindauahan Island","osm-id 302026836",,"place:island",10/15/08,11:09:56 PM
4325,10.15389,118.76639,"Tres Marias Islands","osm-id 302032739",,"place:island",10/04/08,11:21:01 PM
2843,12.66211,122.23465,"Cobrador Island","osm-id 302033035",,"place:island",10/15/08,11:08:24 PM
2842,12.66667,122.10000,"Origon Islet","osm-id 302029833",,"place:island",10/04/08,11:08:52 PM
2832,12.92778,121.70833,"Maestre de Campo Island","osm-id 302032616",,"place:island",10/04/08,11:20:23 PM
3180,12.33333,121.00000,"Dongon Island","osm-id 302026983",,"place:island",10/04/08,10:54:32 PM
5623,9.61667,125.63333,"Puyo Rock","osm-id 302227203",,"place:island",10/05/08,04:44:18 PM
4986,5.86820,119.92820,"Doc Can Island","osm-id 302028987",,"place:island",10/04/08,11:03:09 PM
2685,13.46611,121.16000,"Baco Islands","osm-id 302034408",,"place:island",10/04/08,11:30:15 PM
3958,11.33333,124.96667,"Magsumbul Diutay Island","osm-id 302028490",,"place:island",10/04/08,11:00:58 PM
2758,13.92500,123.59056,"Malabungut Island","osm-id 302034943",,"place:island",10/04/08,11:33:12 PM
2755,13.96667,123.60000,"Badi Island","osm-id 302029763",,"place:island",10/04/08,11:08:15 PM
2754,13.96667,123.58333,"Bacon Island","osm-id 302035854",,"place:island",10/04/08,11:37:35 PM
2772,13.88333,123.68333,"Biyancuan Island","osm-id 302027677",,"place:island",10/04/08,10:57:42 PM
2760,13.89917,123.63083,"Parayon Island","osm-id 302026732",,"place:island",10/04/08,10:53:16 PM
2759,13.90000,123.61667,"Anahau Island","osm-id 302028426",,"place:island",10/04/08,11:00:45 PM
2750,13.96667,123.56667,"Lamit Islands","osm-id 302033592",,"place:island",10/04/08,11:26:09 PM
2748,13.96667,123.55000,"Sulapa Island","osm-id 302034804",,"place:island",10/04/08,11:32:13 PM
2747,13.96667,123.53333,"Bani Islands","osm-id 302026306",,"place:island",10/04/08,10:50:37 PM
6233,5.01222,119.98694,"Bellatan Tannga Island","osm-id 302029218",,"place:island",10/04/08,11:04:55 PM
2752,13.93333,123.53333,"Marouporo Island","osm-id 302035637",,"place:island",10/04/08,11:36:49 PM
2751,13.95694,123.53806,"Anchor Island","osm-id 302028588",,"place:island",10/04/08,11:01:15 PM
4608,9.44611,118.62167,"Malanao Island","osm-id 302029194",,"place:island",10/04/08,11:04:43 PM
2768,13.74611,123.24444,"Tanglar Island","osm-id 302029466",,"place:island",10/04/08,11:06:50 PM
3122,11.48167,119.87417,"Maapdit Island","osm-id 302026609",,"place:island",10/04/08,10:52:30 PM
2782,13.67583,123.10639,"Bungad Island","osm-id 302030056",,"place:island",10/04/08,11:10:55 PM
2776,13.66224,122.78452,"Carabang Island","osm-id 302035446",,"place:island",12/05/08,04:40:57 PM
2763,13.91667,123.70000,"Manito Island","osm-id 302028615",,"place:island",10/04/08,11:01:19 PM
2762,13.89639,123.62778,"Matanga Island","osm-id 302027843",,"place:island",10/04/08,10:58:43 PM
4015,9.26972,117.94167,"Maricaban Island","osm-id 302035403",,"place:island",10/04/08,11:35:54 PM
2767,13.76972,123.27028,"Cabgan Island","osm-id 302034492",,"place:island",10/04/08,11:30:38 PM
2766,13.77472,123.27417,"Cauit Island","osm-id 302027575",,"place:island",10/04/08,10:57:16 PM
6057,6.91667,125.78333,"Mushroom Rock","osm-id 302226495",,"place:island",10/05/08,04:42:33 PM
3409,11.58639,123.21222,"Nabunut Island","osm-id 302035785",,"place:island",10/04/08,11:37:12 PM
2488,14.11917,123.06389,"Canimo Island","osm-id 302029399",,"place:island",10/04/08,11:06:15 PM
2487,14.35082,123.13320,"Matandumaten Rock","osm-id 302226361",,"place:island",12/05/08,05:32:35 PM
2512,13.75000,120.25000,"Lubang Islands","osm-id 302035001",,"place:island",10/04/08,11:33:18 PM
2491,14.06889,123.07500,"Quinapagyan Island","osm-id 302033816",,"place:island",10/04/08,11:27:22 PM
2490,14.08667,123.09250,"Apuao Grande Island","osm-id 302035352",,"place:island",10/04/08,11:35:41 PM
2471,14.31667,122.65000,"Calambayanga Island","osm-id 302033445",,"place:island",10/04/08,11:25:24 PM
4465,11.11667,123.71667,"Bagayag Islands","osm-id 302035821",,"place:island",10/04/08,11:37:23 PM
2468,14.33333,122.61667,"Dahikan Islands","osm-id 302027295",,"place:island",10/04/08,10:56:05 PM
6077,6.61667,125.43333,"Piedra Tuff","osm-id 302226507",,"place:island",10/05/08,04:42:34 PM
2474,14.37889,123.03750,"Amalia Island","osm-id 302031722",,"place:island",10/04/08,11:17:52 PM
2472,14.40111,122.81250,"Maculabo Island","osm-id 302027980",,"place:island",10/04/08,10:59:09 PM
2511,13.83472,120.33083,"Mandaui Island","osm-id 302033818",,"place:island",10/04/08,11:27:22 PM
2510,13.80972,120.30083,"Ambil Island","osm-id 302033007",,"place:island",10/04/08,11:22:55 PM
556,14.81667,120.56667,"Dilayuping Island","osm-id 302028861",,"place:island",10/04/08,11:02:27 PM
4137,10.83333,119.35000,"Micota Island","osm-id 302026637",,"place:island",10/04/08,10:52:41 PM
2515,13.81861,120.89889,"Ligpo Island","osm-id 302028629",,"place:island",10/04/08,11:01:22 PM
2496,13.78056,120.19389,"Lubang Island","osm-id 302028031",,"place:island",10/04/08,10:59:20 PM
2494,13.88417,120.03917,"Cabra Island","osm-id 302034521",,"place:island",10/04/08,11:30:49 PM
2492,14.08333,123.10667,"Canton Island","osm-id 302035240",,"place:island",10/04/08,11:34:55 PM
6262,5.26667,120.37556,"Kalupag Island","osm-id 302035454",,"place:island",10/04/08,11:36:09 PM
2504,13.93333,120.73333,"Carabao Rock","osm-id 302227110",,"place:island",10/05/08,04:43:55 PM
4872,7.59130,123.04390,"Bugsok Rock","osm-id 302226427",,"place:island",10/05/08,04:42:20 PM
4434,11.18194,123.15944,"Bulubadiangan Island","osm-id 302035095",,"place:island",10/04/08,11:34:00 PM
2448,14.47861,122.83250,"Samur Island","osm-id 302030104",,"place:island",10/04/08,11:11:03 PM
2447,14.53500,122.78056,"Thurston Rock","osm-id 302227348",,"place:island",10/05/08,04:44:38 PM
5113,6.00000,121.00000,"Sulu Archipelago","osm-id 302035550",,"place:island",10/04/08,11:36:36 PM
2451,14.49083,122.93194,"Balagbag Islands","osm-id 302027057",,"place:island",10/04/08,10:54:58 PM
1,21.11306,121.95194,"Mavudis","osm-id 302031514",,"place:island",12/18/08,01:25:43 AM
2443,14.60139,122.77000,"Lima Rock","osm-id 302226822",,"place:island",10/05/08,04:43:10 PM
2442,14.70000,122.45000,"Manlanat Islets","osm-id 302029388",,"place:island",10/04/08,11:06:13 PM
2439,14.73972,122.43556,"Lantao Rock","osm-id 302227102",,"place:island",10/05/08,04:43:54 PM
2446,14.41667,122.68333,"Tanao Island","osm-id 302027482",,"place:island",10/04/08,10:56:53 PM
4309,10.25000,118.91667,"Saint Paul Rock","osm-id 302227687",,"place:island",10/05/08,04:45:29 PM
6345,5.41639,125.42778,"Marorong Island","osm-id 302030155",,"place:island",10/04/08,11:11:36 PM
2460,14.44639,122.99111,"Siapa Island","osm-id 302027764",,"place:island",10/04/08,10:58:07 PM
2459,14.45000,122.98333,"Bantigua Island","osm-id 302031563",,"place:island",10/04/08,11:17:07 PM
2466,14.32778,122.58639,"Entrance Island","osm-id 302035097",,"place:island",10/04/08,11:34:11 PM
3957,11.33333,124.96667,"Bagasumbut Islands","osm-id 302026444",,"place:island",10/04/08,10:51:26 PM
2463,14.34083,122.44667,"Jaulo Island","osm-id 302033894",,"place:island",10/04/08,11:27:40 PM
2455,14.41694,122.92722,"Comalasag Island","osm-id 302026991",,"place:island",10/04/08,10:54:33 PM
2454,14.45000,122.93333,"Pinagcastillohan Island","osm-id 302030586",,"place:island",10/04/08,11:13:14 PM
2452,14.46722,122.93528,"Tinaga Island","osm-id 302026571",,"place:island",10/04/08,10:52:13 PM
2458,14.45167,122.98306,"Little Siapa Island","osm-id 302030061",,"place:island",10/04/08,11:10:56 PM
3844,11.71389,124.76556,"Parasan Island","osm-id 302031472",,"place:island",10/04/08,11:16:43 PM
2456,14.42000,122.95139,"Guintinua Island","osm-id 302035057",,"place:island",10/04/08,11:33:35 PM
3513,13.71278,123.99861,"Palompon Islands","osm-id 302032735",,"place:island",10/04/08,11:21:00 PM
2619,13.75000,121.05000,"Puntor Island","osm-id 302032820",,"place:island",10/04/08,11:21:37 PM
2647,13.95000,122.21667,"Niogan Island","osm-id 302028640",,"place:island",10/04/08,11:01:23 PM
3261,12.15000,123.21667,"Tandao Rock","osm-id 302227559",,"place:island",10/05/08,04:45:03 PM
2627,13.94722,121.71778,"Patayan Island","osm-id 302032804",,"place:island",10/04/08,11:21:22 PM
3453,11.25000,123.70000,"Popo Island","osm-id 302035019",,"place:island",10/04/08,11:33:23 PM
6069,6.78806,126.26861,"Pujada Island","osm-id 302032743",,"place:island",10/04/08,11:21:01 PM
6143,5.40090,120.38250,"Sugbay Island","osm-id 302029620",,"place:island",10/04/08,11:07:36 PM
6261,5.26040,120.36550,"Saruk Sarokkan Island","osm-id 302035218",,"place:island",10/04/08,11:34:44 PM
6293,5.19111,120.35778,"Calaitan Islets","osm-id 302034171",,"place:island",10/04/08,11:29:04 PM
273,16.43333,119.93333,"Dos Hermanos Islands","osm-id 302033446",,"place:island",10/04/08,11:25:24 PM
2646,13.96667,122.20000,"Nagtaquin Island","osm-id 302031363",,"place:island",10/04/08,11:15:57 PM
377,15.74028,119.83028,"Hermana Menor Island","osm-id 302033950",,"place:island",10/04/08,11:27:58 PM
3660,12.62583,125.08472,"Guiporoi Island","osm-id 302034937",,"place:island",10/04/08,11:33:11 PM
3357,11.73333,123.00000,"Zapato Islands","osm-id 302033730",,"place:island",10/04/08,11:26:45 PM
2745,13.96500,123.52111,"Cagbinunga Island","osm-id 302035099",,"place:island",10/04/08,11:34:11 PM
2525,13.66667,120.83333,"Batalan Rock","osm-id 302227679",,"place:island",10/05/08,04:45:28 PM
2635,13.89417,121.79222,"Pagbilao Chica Island","osm-id 302034810",,"place:island",10/04/08,11:32:14 PM
2632,13.91694,121.76722,"Pagbilao Grande Island","osm-id 302029142",,"place:island",10/04/08,11:04:18 PM
2642,14.00444,122.30528,"Apat Island","osm-id 302035822",,"place:island",10/04/08,11:37:23 PM
2640,13.89361,121.82667,"Dampalitan Island","osm-id 302033314",,"place:island",10/04/08,11:24:50 PM
2639,13.90000,121.83333,"Mangayao Island","osm-id 302029359",,"place:island",10/04/08,11:05:57 PM
2535,13.20556,120.89972,"Mindoro","osm-id 302035014",,"place:island",10/04/08,11:33:22 PM
5173,11.11306,124.24972,"Calangaman Island","osm-id 302035089",,"place:island",10/04/08,11:33:59 PM
4197,11.10639,119.60778,"Malaconiao Island","osm-id 302033441",,"place:island",10/04/08,11:25:23 PM
249,17.03361,122.50750,"Disumangit Island","osm-id 302028267",,"place:island",10/04/08,11:00:09 PM
2540,12.85000,120.75000,"Pandan Islands","osm-id 302032693",,"place:island",10/04/08,11:20:45 PM
2539,12.85750,120.75083,"North Pandan Island","osm-id 302028645",,"place:island",10/04/08,11:01:24 PM
2522,13.70000,120.83333,"Bonete Island","osm-id 302031512",,"place:island",10/04/08,11:16:54 PM
5404,10.16389,124.50000,"Butan Island","osm-id 302029761",,"place:island",10/04/08,11:08:14 PM
3005,11.96667,120.18333,"Cagbatan Island","osm-id 302028152",,"place:island",10/04/08,10:59:50 PM
2527,13.65000,120.85000,"Masasa Island","osm-id 302028491",,"place:island",10/04/08,11:00:58 PM
2524,13.67917,120.84167,"Caban Island","osm-id 302030003",,"place:island",10/04/08,11:10:12 PM
2523,13.69472,120.82750,"Sombrero Island","osm-id 302026472",,"place:island",10/04/08,10:51:38 PM
4429,11.23861,123.19833,"Chico Island","osm-id 302028592",,"place:island",10/04/08,11:01:16 PM
5757,8.53556,126.21639,"Sua Island","osm-id 302033908",,"place:island",10/04/08,11:27:42 PM
3437,11.44833,123.26028,"Sicogon Island","osm-id 302029540",,"place:island",10/04/08,11:07:15 PM
2629,13.95000,121.80000,"San Juan Island","osm-id 302035506",,"place:island",10/04/08,11:36:23 PM
5429,10.43306,125.22556,"San Pablo Island","osm-id 302031330",,"place:island",10/04/08,11:15:44 PM
2544,12.66861,120.44056,"Menor Island","osm-id 302028650",,"place:island",10/04/08,11:01:25 PM
2543,12.69861,120.48556,"Cayos del Bajo","osm-id 302029397",,"place:island",10/04/08,11:06:15 PM
2542,12.72194,120.25639,"Merope Rock","osm-id 302227714",,"place:island",10/05/08,04:45:40 PM
2550,14.02787,121.04984,"Napayan Island","osm-id 302035773",,"place:island",11/09/08,09:49:16 PM
2548,14.02009,120.98623,"Taal Volcano Island","osm-id 302033041",,"place:island",12/18/08,12:09:53 AM
2546,14.04787,121.01901,"Lambauing Island","osm-id 302030820",,"place:island",11/09/08,09:49:19 PM
4624,9.06583,118.13917,"Bessie Island","osm-id 302029210",,"place:island",10/04/08,11:04:44 PM
3520,13.79250,124.26278,"Catanduanes Island","osm-id 302028865",,"place:island",10/04/08,11:02:28 PM
3478,13.95000,124.35000,"Manyagui Rock","osm-id 302226685",,"place:island",10/05/08,04:42:59 PM
3160,11.44639,120.80278,"Namaroc Islet","osm-id 302032610",,"place:island",10/04/08,11:20:22 PM
383,15.53333,119.93333,"Little Island","osm-id 302035101",,"place:island",10/04/08,11:34:11 PM
330,16.06667,120.11667,"Adela Rock","osm-id 302227276",,"place:island",10/05/08,04:44:26 PM
327,16.10000,120.10000,"Sisay Island","osm-id 302032869",,"place:island",10/04/08,11:22:11 PM
326,16.11444,120.11750,"Cabalitian Island","osm-id 302028165",,"place:island",10/04/08,10:59:54 PM
5817,7.89778,124.21778,"Salungan Island","osm-id 302032893",,"place:island",10/04/08,11:22:23 PM
336,15.88139,119.77778,"Culebra Island","osm-id 302027472",,"place:island",10/04/08,10:56:51 PM
334,15.91472,119.77639,"Lagtaras Island","osm-id 302035416",,"place:island",10/04/08,11:35:56 PM
5129,6.30250,121.97278,"Tapiantana Island","osm-id 302030095",,"place:island",10/04/08,11:11:01 PM
388,15.48611,119.92528,"Matalvi Island","osm-id 302031476",,"place:island",10/04/08,11:16:43 PM
2984,11.96667,119.95000,"Mona Island","osm-id 302029193",,"place:island",10/04/08,11:04:43 PM
3037,11.25056,119.40806,"Emmit Island","osm-id 302026872",,"place:island",10/04/08,10:54:03 PM
4460,11.08333,123.63333,"Matabajong Island","osm-id 302026300",,"place:island",10/04/08,10:50:37 PM
380,15.67833,119.92111,"Putipot Island","osm-id 302027683",,"place:island",10/04/08,10:57:43 PM
3021,12.11667,120.30000,"Pinnacle Rock","osm-id 302227344",,"place:island",10/05/08,04:44:38 PM
375,15.79139,119.79361,"Hermana Mayor Island","osm-id 302031378",,"place:island",10/04/08,11:15:59 PM
386,15.49583,119.89556,"Magalawa Island","osm-id 302026402",,"place:island",10/04/08,10:51:13 PM
4957,6.23028,118.38556,"Clotilde Rock","osm-id 302227265",,"place:island",10/05/08,04:44:25 PM
382,15.51833,119.91389,"San Salvador Island","osm-id 302029542",,"place:island",10/04/08,11:07:15 PM
282,16.34111,119.94750,"Narra Island","osm-id 302035636",,"place:island",10/04/08,11:36:49 PM
278,16.35000,119.93333,"Catipan Island","osm-id 302029204",,"place:island",10/04/08,11:04:43 PM
5385,9.99194,124.00139,"Maagpit Island","osm-id 302033885",,"place:island",10/04/08,11:27:38 PM
5047,6.62070,121.54770,"Palajangan Island","osm-id 302028104",,"place:island",10/04/08,10:59:36 PM
3851,11.63333,124.78333,"Daram Island","osm-id 302027065",,"place:island",10/04/08,10:54:59 PM
283,16.31667,119.91667,"Boboroen Island","osm-id 302028965",,"place:island",10/04/08,11:02:57 PM
272,16.44278,119.92278,"Silaqui Island","osm-id 302035431",,"place:island",10/04/08,11:35:57 PM
6225,5.09750,119.98222,"Lahat-Lahat Island","osm-id 302028229",,"place:island",10/04/08,11:00:07 PM
252,16.81667,120.31667,"Pin Rock","osm-id 302226593",,"place:island",10/05/08,04:42:46 PM
276,16.36667,119.93333,"Panauan Island","osm-id 302034851",,"place:island",10/04/08,11:32:25 PM
275,16.39972,119.93861,"Santiago Island","osm-id 302029594",,"place:island",10/04/08,11:07:25 PM
274,16.40667,119.96194,"Tagaporo Island","osm-id 302028561",,"place:island",10/04/08,11:01:11 PM
4247,10.67722,119.60250,"Babarocon Island","osm-id 302029411",,"place:island",10/04/08,11:06:26 PM
295,16.20417,120.03861,"Hundred Islands","osm-id 302026735",,"place:island",10/04/08,10:53:16 PM
5648,9.68333,126.01667,"Kayap Island","osm-id 302031374",,"place:island",10/04/08,11:15:59 PM
4643,9.56667,121.20000,"Manuan Islands","osm-id 302028481",,"place:island",10/04/08,11:00:56 PM
4530,10.44250,122.64417,"Nalibas Island","osm-id 302030089",,"place:island",10/04/08,11:11:00 PM
290,16.29361,119.97583,"Cabarruyan Island","osm-id 302033795",,"place:island",10/04/08,11:27:11 PM
288,16.26667,119.93333,"Manoc Island","osm-id 302031357",,"place:island",10/04/08,11:15:56 PM
287,16.26667,119.91667,"Gayaman Island","osm-id 302034979",,"place:island",10/04/08,11:33:15 PM
294,16.20944,119.99778,"Alo Island","osm-id 302035861",,"place:island",10/04/08,11:37:36 PM
292,16.25917,119.91778,"Tambac Island","osm-id 302035476",,"place:island",10/04/08,11:36:12 PM
291,16.27083,120.02778,"Punacalan Island","osm-id 302026603",,"place:island",10/04/08,10:52:29 PM
4269,10.68500,120.32833,"Casirahan Island","osm-id 302035289",,"place:island",10/04/08,11:35:18 PM
3865,11.65000,124.88333,"Malanton Island","osm-id 302026744",,"place:island",10/04/08,10:53:17 PM
604,14.30167,120.63361,"El Fraile Island","osm-id 302033133",,"place:island",10/04/08,11:23:41 PM
576,14.76306,120.10528,"Silanguin Island","osm-id 302032827",,"place:island",10/04/08,11:21:38 PM
575,14.75250,120.08472,"Los Frailes Islands","osm-id 302029967",,"place:island",10/04/08,11:09:58 PM
5313,10.19972,124.18056,"Banacon Island","osm-id 302031380",,"place:island",10/04/08,11:16:00 PM
